4999
(8.558512872703176,7.489908944563935)
(2.800060130603951,5.380932576420015)
(0.17322250476085044,4.656968180462973)
(3.600774160579437,7.005720813428187)
(9.287133405267166,1.5847353631819339)
(3.220215666912032,9.237656552058217)
(9.12509768260456,9.22363101968622)
(4.878027988626934,1.2079218877950026)
(5.99305721553037,9.220590020484105)
(4.937946450630326,9.079555092059858)
(8.965188382945247,2.0292777839086695)
(3.508336651438512,8.357691406409707)
(3.5500100320153827,8.969137071911321)
(8.67883553996302,6.4134359654588735)
(4.687331320830749,0.9606234801734759)
(2.7967213874936023,0.8832963305430375)
(8.109539654305964,8.236249720076822)
(9.274526921072153,3.83461469994013)
(8.094883196977174,4.711825874484058)
(8.820803767478814,8.62845895054643)
(3.947034643606566,7.89954842686058)
(4.6988364263139815,6.264945190337082)
(7.154367479758415,0.2543587393033364)
(7.643490991214308,0.6619808053692444)
(6.114015584409782,0.6672503156419685)
(2.4042795420048204,7.796930705094792)
(5.549927228634789,5.453980304017891)
(9.53310899727365,1.9317299930697573)
(3.3107653084538304,6.634895824233337)
(7.998074422331845,3.24547573538577)
(8.102646718044921,1.5613588897367736)
(6.480045073300319,5.114549876942243)
(7.893356015743236,2.0165146830164984)
(3.7966881490318816,6.00884214905129)
(0.2188024228636576,2.8029173000128003)
(1.7989591590794551,0.5136522955302003)
(2.4291415464599977,9.526789753758345)
(7.297982094762045,6.340372403735659)
(2.031108881164938,2.7984607055708652)
(3.1056321613847357,9.355060955246113)
(4.714770577870009,1.3907887757288306)
(2.1100251003375323,6.632540673682855)
(0.397017983735678,0.03214862605562807)
(2.4575074179209624,8.334662525932316)
(5.670790117639115,8.457818158754966)
(6.375632037393947,2.8148974012778427)
(4.418138770701493,7.103373884237963)
(9.946993852899626,5.767432980728514)
(7.02689499315777,1.3959668581773366)
(6.2316943059811045,3.467465669110388)
(2.644836359216134,0.9841124884537955)
(9.536588079155134,2.19039722212117)
(8.211892782794484,2.443902592475623)
(4.342361701290844,0.7511564682656091)
(2.630074474872248,4.009303816941834)
(8.42488167965901,0.7708882689416041)
(4.3624395161480045,8.696478380245816)
(6.045139144287731,9.756761482136492)
(5.996563861569834,7.82682677348736)
(3.732513978077735,5.371665908833188)
(9.8646158127358,0.40071754325429976)
(8.148962255299367,5.37408755573618)
(4.681278285785188,5.033633895741786)
(2.7971345195748363,6.624457589181559)
(4.342399754764315,0.23873686588501752)
(7.923310869492628,8.282797057740712)
(6.521401974598615,5.724603348678094)
(5.866436093043515,8.8634868899521)
(0.5071032576921275,2.0741697247113953)
(2.3174281240770247,4.16651227026975)
(0.8457693838598612,8.680673839289902)
(2.478321398383309,3.2705464654699403)
(5.781831736004303,0.13865357237500597)
(9.94870071438866,2.751750174304318)
(7.2358621044250135,9.422826184790383)
(5.317266648698711,5.083184896406045)
(2.1150318162523907,2.1349429189503977)
(0.8992705563991521,5.773249267521989)
(3.120421046128982,9.858468151262699)
(7.835943497399684,5.217563966475604)
(0.8971874163189475,2.2332112264026027)
(1.8599338253320419,5.467249790559548)
(8.367742954258272,6.746792777023306)
(4.431162803599418,9.157552452351045)
(2.3947285704320223,2.4371032318457586)
(6.660393212088507,7.694291010140305)
(7.539717237519797,8.709667021167201)
(4.46320125326022,8.461616592080365)
(1.6152141384523588,3.2961011897151806)
(4.7249264452164645,6.293086264523865)
(2.9716697035787973,4.014615214609409)
(3.907574871023564,2.7390725009492156)
(5.017851512360018,7.440767517136793)
(2.4925298420733077,7.767042325441938)
(4.342074322062279,3.856461083131746)
(0.928322302820308,2.447260327548455)
(4.983415874073537,1.9174241288565963)
(5.340604928805369,7.904979684158669)
(2.896195662293306,8.36418708280207)
(4.161856614284884,5.3612040033752475)
(1.4576312979644246,7.798834894821796)
(0.05124458311437263,4.43762158241778)
(0.9877245412628466,5.059578319047983)
(5.00045347695848,2.0673192844558597)
(2.682076922752378,8.047450836224016)
(0.35918711196298303,2.331412344722726)
(0.10246841151745789,1.9942101622811648)
(7.664435753903729,8.33273073456861)
(9.426677878440799,7.107780246265286)
(0.6204953887419862,0.8212247115792914)
(3.0281614831610737,0.2913427335350316)
(3.35211378854821,4.70176399933957)
(9.637848737832188,8.204448343346227)
(5.1410274503944375,3.783524851279687)
(8.334454545027276,3.3192854708311947)
(7.256550870616647,6.171170817039847)
(2.9163465705797575,6.822508568431298)
(3.2037596278270253,7.551551099073084)
(7.827148212621604,2.2227951732548323)
(9.738210128231081,7.295654083932524)
(6.738898761611627,1.3465657384480079)
(2.334023022168549,2.7740729406332623)
(0.14073128152382042,0.03906589057707466)
